result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,u1,u2,r1,r2,reach_diff,reach_gap,longer_is_p1,p1_won,longer_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_longer,market_fav_won,fav_decimal,american_odds,profit_100
L,Shannon Ross,Kleydson Rodrigues,http://ufcstats.com/fighter-details/51c655162e462ceb,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,Flyweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Matt Wynne,Punches to Body At Distance,The Turkish Delight,KR,2023-02-11,"Perth, Western Australia, Australia",http://ufcstats.com/event-details/01dd4cdc2446f665,0,,,,,1 of 4,,,,,1 of 4,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,14 of 22,,,,,16 of 24,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0 of 1,,,,,0 of 0,,,,,1 of 3,,,,,1 of 4,,,,,0 of 0,,,,,0 of 0,,,,,8 of 16,,,,,3 of 3,,,,,3 of 3,,,,,9 of 14,,,,,5 of 7,,,,,0 of 1,,,,,Flyweight,L,http://ufcstats.com/fighter-details/51c655162e462ceb,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,66.0,67.0,-1.0,1.0,False,False,True,shannon ross,kleydson rodrigues,http://ufcstats.com/fighter-details/102a8fdf8cbf7467|http://ufcstats.com/fighter-details/51c655162e462ceb,0.7520661157024794,False,True,True,1.2857142857142856,-350.00000000000017,28.57142857142856
W,Jack Della Maddalena,Randy Brown,http://ufcstats.com/fighter-details/6b453bc35a823c3f,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Welterweight Bout,Submission,1,2:13,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,--,Rudeboy,2023-02-11,"Perth, Western Australia, Australia",http://ufcstats.com/event-details/01dd4cdc2446f665,1,,,,,14 of 31,,,,,18 of 35,,,,,0 of 0,,,,,1,,,,,0,,,,,0:15,,,,,0,,,,,11 of 39,,,,,11 of 39,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,9 of 23,,,,,1 of 2,,,,,4 of 6,,,,,5 of 18,,,,,2 of 2,,,,,7 of 11,,,,,6 of 33,,,,,2 of 3,,,,,3 of 3,,,,,11 of 39,,,,,0 of 0,,,,,0 of 0,,,,,Welterweight,W,http://ufcstats.com/fighter-details/6b453bc35a823c3f,http://ufcstats.com/fighter-details/c6aee362c7a7d482,73.0,78.0,-5.0,5.0,False,True,False,jack della maddalena,randy brown,http://ufcstats.com/fighter-details/6b453bc35a823c3f|http://ufcstats.com/fighter-details/c6aee362c7a7d482,0.7388632872503841,True,False,True,1.3076923076923077,-325.0,30.76923076923077
W,Tatsuro Taira,Jesus Aguilar,http://ufcstats.com/fighter-details/4461d7e47375a895,http://ufcstats.com/fighter-details/c051c2e12d692b8a,Flyweight Bout,Submission,1,4:20,3 Rnd (5-5-5),Chris Tognoni,Triangle Armbar From Bottom Guard,--,--,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,1 of 1,,,,,5 of 5,,,,,1 of 1,,,,,2,,,,,0,,,,,3:49,,,,,0,,,,,2 of 2,,,,,2 of 2,,,,,0 of 0,,,,,1,,,,,0,,,,,0:23,,,,,1 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,1 of 1,,,,,0 of 0,,,,,1 of 1,,,,,1 of 1,,,,,2 of 2,,,,,0 of 0,,,,,0 of 0,,,,,Flyweight,W,http://ufcstats.com/fighter-details/4461d7e47375a895,http://ufcstats.com/fighter-details/c051c2e12d692b8a,70.0,62.0,8.0,8.0,True,True,True,tatsuro taira,jesus aguilar,http://ufcstats.com/fighter-details/4461d7e47375a895|http://ufcstats.com/fighter-details/c051c2e12d692b8a,0.8928571428571429,True,True,True,1.08,-1249.9999999999989,8.000000000000007
W,JunYong Park,Denis Tiuliulin,http://ufcstats.com/fighter-details/285ae0b4a68221f4,http://ufcstats.com/fighter-details/0112352cb32f5026,Middleweight Bout,Submission,1,4:05,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,The Iron Turtle,--,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,25 of 38,,,,,38 of 52,,,,,1 of 3,,,,,1,,,,,0,,,,,2:58,,,,,0,,,,,8 of 22,,,,,8 of 22,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,20 of 33,,,,,1 of 1,,,,,4 of 4,,,,,15 of 27,,,,,0 of 0,,,,,10 of 11,,,,,4 of 16,,,,,4 of 6,,,,,0 of 0,,,,,8 of 22,,,,,0 of 0,,,,,0 of 0,,,,,Middleweight,W,http://ufcstats.com/fighter-details/285ae0b4a68221f4,http://ufcstats.com/fighter-details/0112352cb32f5026,73.0,77.0,-4.0,4.0,False,True,False,junyong park,denis tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026|http://ufcstats.com/fighter-details/285ae0b4a68221f4,0.6428571428571429,True,False,True,1.5,-200.0,50.0
L,SeungGuk Choi,HyunSung Park,http://ufcstats.com/fighter-details/adccbc19b22e19af,http://ufcstats.com/fighter-details/b671bdf981ad527d,Flyweight Bout,Submission,3,3:11,3 Rnd + OT (5-5-5-5),Marc Goddard,Rear Naked Choke,--,Peace of Mind,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,1.0,0.0,,,5 of 22,12 of 35,3 of 12,,,12 of 32,12 of 36,6 of 15,,,0 of 0,0 of 0,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:59,1:08,0:31,,,0,0.0,0.0,,,10 of 29,23 of 46,5 of 16,,,21 of 47,31 of 56,7 of 22,,,0 of 0,0 of 0,1 of 3,,,0,0.0,3.0,,,0,0.0,0.0,,,0:00,0:16,1:31,,,3 of 15,7 of 28,2 of 11,,,1 of 2,2 of 3,0 of 0,,,1 of 5,3 of 4,1 of 1,,,5 of 22,12 of 34,3 of 11,,,0 of 0,0 of 1,0 of 1,,,0 of 0,0 of 0,0 of 0,,,2 of 12,16 of 36,2 of 13,,,0 of 1,0 of 1,1 of 1,,,8 of 16,7 of 9,2 of 2,,,10 of 29,23 of 45,4 of 14,,,0 of 0,0 of 1,1 of 2,,,0 of 0,0 of 0,0 of 0,,,Flyweight,L,http://ufcstats.com/fighter-details/adccbc19b22e19af,http://ufcstats.com/fighter-details/b671bdf981ad527d,64.0,66.0,-2.0,2.0,False,False,True,seungguk choi,hyunsung park,http://ufcstats.com/fighter-details/adccbc19b22e19af|http://ufcstats.com/fighter-details/b671bdf981ad527d,0.6604688763136621,False,True,True,1.4651162790697674,-215.00000000000003,46.51162790697674
L,Toshiomi Kazama,Rinya Nakamura,http://ufcstats.com/fighter-details/148bb103cfbf123e,http://ufcstats.com/fighter-details/d8c811df0386d5e8,Bantamweight Bout,KO/TKO,1,0:33,3 Rnd + OT (5-5-5-5),Keith Peterson,Punch to Head At Distance,--,Hybred,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,4 of 10,,,,,4 of 10,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,2,,,,,11 of 25,,,,,11 of 25,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,4 of 10,,,,,0 of 0,,,,,0 of 0,,,,,4 of 10,,,,,0 of 0,,,,,0 of 0,,,,,11 of 25,,,,,0 of 0,,,,,0 of 0,,,,,10 of 24,,,,,0 of 0,,,,,1 of 1,,,,,Bantamweight,L,http://ufcstats.com/fighter-details/148bb103cfbf123e,http://ufcstats.com/fighter-details/d8c811df0386d5e8,69.0,68.0,1.0,1.0,True,False,False,toshiomi kazama,rinya nakamura,http://ufcstats.com/fighter-details/148bb103cfbf123e|http://ufcstats.com/fighter-details/d8c811df0386d5e8,0.8250000000000001,False,False,True,1.1666666666666667,-599.9999999999998,16.666666666666675
W,JeongYeong Lee,Yizha,http://ufcstats.com/fighter-details/d008d785f6347dc2,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,Featherweight Bout,Decision - Split,3,5:00,3 Rnd + OT (5-5-5-5),Mark Smith,Jacob Montalvo 30 - 27. David Lethaby 28 - 29. Junichiro Kamijo 28 - 29.,Korean Tiger,--,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,0.0,0.0,,,3 of 6,12 of 31,10 of 20,,,27 of 36,18 of 37,21 of 32,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:11,0:13,0:26,,,0,0.0,0.0,,,3 of 3,9 of 28,12 of 27,,,8 of 11,12 of 31,17 of 32,,,1 of 5,2 of 7,2 of 9,,,0,0.0,0.0,,,0,0.0,0.0,,,4:15,1:19,2:45,,,1 of 4,10 of 29,7 of 17,,,2 of 2,2 of 2,3 of 3,,,0 of 0,0 of 0,0 of 0,,,0 of 2,8 of 27,10 of 20,,,3 of 4,4 of 4,0 of 0,,,0 of 0,0 of 0,0 of 0,,,2 of 2,7 of 26,8 of 20,,,0 of 0,2 of 2,4 of 7,,,1 of 1,0 of 0,0 of 0,,,0 of 0,7 of 26,6 of 20,,,3 of 3,1 of 1,3 of 3,,,0 of 0,1 of 1,3 of 4,,,Featherweight,W,http://ufcstats.com/fighter-details/d008d785f6347dc2,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,73.0,71.0,2.0,2.0,True,True,True,jeongyeong lee,yizha,http://ufcstats.com/fighter-details/3f11fd1751fa83b1|http://ufcstats.com/fighter-details/d008d785f6347dc2,0.6604688763136621,True,True,True,1.4651162790697674,-215.00000000000003,46.51162790697674
L,Yusaku Kinoshita,Adam Fugitt,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,http://ufcstats.com/fighter-details/a01a62132460a98d,Welterweight Bout,KO/TKO,1,4:36,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Mount,--,--,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,10 of 24,,,,,11 of 25,,,,,0 of 1,,,,,0,,,,,0,,,,,0:01,,,,,0,,,,,21 of 33,,,,,33 of 54,,,,,4 of 7,,,,,0,,,,,0,,,,,2:53,,,,,6 of 20,,,,,1 of 1,,,,,3 of 3,,,,,10 of 24,,,,,0 of 0,,,,,0 of 0,,,,,16 of 23,,,,,4 of 7,,,,,1 of 3,,,,,11 of 22,,,,,4 of 4,,,,,6 of 7,,,,,Welterweight,L,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,http://ufcstats.com/fighter-details/a01a62132460a98d,71.0,77.0,-6.0,6.0,False,False,True,yusaku kinoshita,adam fugitt,http://ufcstats.com/fighter-details/21b5c82c1b89dab1|http://ufcstats.com/fighter-details/a01a62132460a98d,0.7490483575355985,True,False,False,1.289855072463768,-345.00000000000006,-100.0
L,Claudio Ribeiro,Abdul Razak Alhassan,http://ufcstats.com/fighter-details/972c456ff38b2015,http://ufcstats.com/fighter-details/eae431e70064e046,Middleweight Bout,KO/TKO,2,0:28,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,--,--,2023-01-14,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,0,0.0,,,,14 of 21,5 of 10,,,,37 of 44,5 of 10,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:16,0:00,,,,0,1.0,,,,9 of 16,8 of 12,,,,22 of 29,8 of 12,,,,0 of 2,0 of 0,,,,0,0.0,,,,0,0.0,,,,3:08,0:00,,,,3 of 10,3 of 8,,,,3 of 3,0 of 0,,,,8 of 8,2 of 2,,,,12 of 19,5 of 10,,,,2 of 2,0 of 0,,,,0 of 0,0 of 0,,,,6 of 13,7 of 11,,,,3 of 3,1 of 1,,,,0 of 0,0 of 0,,,,2 of 9,7 of 11,,,,7 of 7,1 of 1,,,,0 of 0,0 of 0,,,,Middleweight,L,http://ufcstats.com/fighter-details/972c456ff38b2015,http://ufcstats.com/fighter-details/eae431e70064e046,77.0,73.0,4.0,4.0,True,False,False,claudio ribeiro,abdul razak alhassan,http://ufcstats.com/fighter-details/972c456ff38b2015|http://ufcstats.com/fighter-details/eae431e70064e046,0.5108342361863489,False,False,True,1.869565217391304,-115.00000000000004,86.9565217391304
L,Derrick Lewis,Serghei Spivac,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Heavyweight Bout,Submission,1,3:05,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle On Ground,The Black Beast,Polar Bear,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,0 of 3,,,,,0 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,12 of 21,,,,,36 of 54,,,,,6 of 8,,,,,1,,,,,0,,,,,2:32,,,,,0 of 2,,,,,0 of 1,,,,,0 of 0,,,,,0 of 3,,,,,0 of 0,,,,,0 of 0,,,,,12 of 21,,,,,0 of 0,,,,,0 of 0,,,,,0 of 3,,,,,0 of 0,,,,,12 of 18,,,,,Heavyweight,L,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,79.0,78.0,1.0,1.0,True,False,False,derrick lewis,serghei spivac,http://ufcstats.com/fighter-details/d3df1add9d9a7efb|http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,0.7277768442278608,False,False,True,1.3278688524590163,-305.00000000000006,32.78688524590163
W,Javid Basharat,Mateus Mendonca,http://ufcstats.com/fighter-details/bbab3baf66128ae2,http://ufcstats.com/fighter-details/48812daf291a4e23,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30. Ron McCarthy 27 - 30. Adalaide Byrd 28 - 29.,The Snow Leopard,Bocao,2023-01-14,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,0,0.0,0.0,,,32 of 51,35 of 45,28 of 34,,,35 of 54,53 of 64,37 of 46,,,1 of 2,1 of 1,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:21,2:28,2:30,,,0,0.0,0.0,,,12 of 43,7 of 24,10 of 21,,,14 of 45,20 of 39,36 of 49,,,1 of 5,1 of 3,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,1:09,0:44,0:26,,,18 of 36,27 of 35,17 of 22,,,9 of 10,7 of 8,9 of 10,,,5 of 5,1 of 2,2 of 2,,,27 of 43,14 of 23,19 of 24,,,3 of 6,5 of 6,2 of 2,,,2 of 2,16 of 16,7 of 8,,,8 of 35,5 of 20,8 of 17,,,1 of 2,0 of 1,2 of 3,,,3 of 6,2 of 3,0 of 1,,,11 of 42,5 of 21,9 of 20,,,1 of 1,1 of 1,0 of 0,,,0 of 0,1 of 2,1 of 1,,,Bantamweight,W,http://ufcstats.com/fighter-details/bbab3baf66128ae2,http://ufcstats.com/fighter-details/48812daf291a4e23,69.0,71.0,-2.0,2.0,False,True,False,javid basharat,mateus mendonca,http://ufcstats.com/fighter-details/48812daf291a4e23|http://ufcstats.com/fighter-details/bbab3baf66128ae2,0.7697368421052632,True,False,True,1.2564102564102564,-390.00000000000006,25.64102564102564
W,Umar Nurmagomedov,Raoni Barcelos,http://ufcstats.com/fighter-details/2b6fc1c02736833d,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,Bantamweight Bout,KO/TKO,1,4:40,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,--,--,2023-01-14,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,1,,,,,36 of 51,,,,,36 of 51,,,,,0 of 0,,,,,0,,,,,0,,,,,0:02,,,,,0,,,,,13 of 24,,,,,14 of 25,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,20 of 32,,,,,12 of 13,,,,,4 of 6,,,,,35 of 50,,,,,0 of 0,,,,,1 of 1,,,,,6 of 17,,,,,5 of 5,,,,,2 of 2,,,,,10 of 21,,,,,3 of 3,,,,,0 of 0,,,,,Bantamweight,W,http://ufcstats.com/fighter-details/2b6fc1c02736833d,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,69.0,67.0,2.0,2.0,True,True,True,umar nurmagomedov,raoni barcelos,http://ufcstats.com/fighter-details/2b6fc1c02736833d|http://ufcstats.com/fighter-details/b9f28e7045fdfce7,0.8795811518324608,True,True,True,1.0952380952380951,-1050.0000000000014,9.523809523809511
L,Da Woon Jung,Devin Clark,http://ufcstats.com/fighter-details/74f9448b97bf8bec,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30. Chris Lee 27 - 30. David Lethaby 27 - 30.,Sseda,Brown Bear,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,0.0,0.0,,,5 of 15,6 of 12,7 of 25,,,9 of 20,23 of 29,11 of 29,,,0 of 4,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,2:06,2:16,1:26,,,0,0.0,0.0,,,10 of 15,10 of 18,19 of 37,,,42 of 52,24 of 35,30 of 49,,,1 of 2,1 of 3,1 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,2:09,1:25,1:28,,,5 of 15,2 of 8,4 of 19,,,0 of 0,3 of 3,3 of 6,,,0 of 0,1 of 1,0 of 0,,,2 of 10,3 of 7,2 of 19,,,3 of 5,3 of 5,5 of 6,,,0 of 0,0 of 0,0 of 0,,,4 of 9,4 of 12,14 of 30,,,1 of 1,1 of 1,3 of 4,,,5 of 5,5 of 5,2 of 3,,,6 of 9,6 of 13,14 of 30,,,3 of 3,4 of 5,4 of 6,,,1 of 3,0 of 0,1 of 1,,,Light Heavyweight,L,http://ufcstats.com/fighter-details/74f9448b97bf8bec,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,78.0,75.0,3.0,3.0,True,False,False,da woon jung,devin clark,http://ufcstats.com/fighter-details/74f9448b97bf8bec|http://ufcstats.com/fighter-details/cc7040fe76f0ef91,0.7076023391812866,True,True,False,1.3636363636363638,-274.9999999999999,-100.0
W,Marcin Tybura,Blagoy Ivanov,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/1788eee370f077b7,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Ben Cartlidge 28 - 29. David Lethaby 28 - 29.,Tybur,Baga,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,0.0,0.0,,,22 of 45,17 of 57,1 of 1,,,22 of 45,17 of 57,22 of 31,,,0 of 0,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,4:55,,,0,0.0,0.0,,,12 of 41,22 of 72,0 of 0,,,12 of 41,22 of 72,0 of 0,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,5 of 26,7 of 44,0 of 0,,,10 of 12,9 of 12,0 of 0,,,7 of 7,1 of 1,1 of 1,,,22 of 45,17 of 57,0 of 0,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,1 of 1,,,8 of 35,16 of 63,0 of 0,,,4 of 6,6 of 9,0 of 0,,,0 of 0,0 of 0,0 of 0,,,12 of 40,22 of 72,0 of 0,,,0 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Heavyweight,W,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/1788eee370f077b7,78.0,73.0,5.0,5.0,True,True,True,marcin tybura,blagoy ivanov,http://ufcstats.com/fighter-details/1788eee370f077b7|http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,0.5711159737417943,True,True,True,1.6896551724137931,-145.0,68.96551724137932
W,Mateusz Rebecki,Nick Fiore,http://ufcstats.com/fighter-details/849c5d9979df5357,http://ufcstats.com/fighter-details/036e96c1c12b8a59,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Tony Weeks 26 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,--,--,2023-01-14,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,0,0.0,0.0,,,54 of 101,23 of 49,12 of 21,,,59 of 107,42 of 76,29 of 45,,,1 of 1,1 of 2,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:32,2:43,4:12,,,0,0.0,0.0,,,20 of 53,11 of 31,3 of 9,,,23 of 57,19 of 39,10 of 17,,,0 of 0,1 of 2,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:30,0:04,,,32 of 73,12 of 35,9 of 17,,,17 of 23,8 of 11,2 of 3,,,5 of 5,3 of 3,1 of 1,,,43 of 85,17 of 42,3 of 11,,,2 of 6,0 of 1,2 of 3,,,9 of 10,6 of 6,7 of 7,,,14 of 42,8 of 26,3 of 8,,,5 of 8,2 of 4,0 of 1,,,1 of 3,1 of 1,0 of 0,,,17 of 47,8 of 27,3 of 9,,,3 of 6,2 of 3,0 of 0,,,0 of 0,1 of 1,0 of 0,,,Lightweight,W,http://ufcstats.com/fighter-details/849c5d9979df5357,http://ufcstats.com/fighter-details/036e96c1c12b8a59,66.0,72.0,-6.0,6.0,False,True,False,mateusz rebecki,nick fiore,http://ufcstats.com/fighter-details/036e96c1c12b8a59|http://ufcstats.com/fighter-details/849c5d9979df5357,0.8623188405797102,True,False,True,1.1176470588235294,-849.9999999999998,11.764705882352944
L,Ketlen Vieira,Raquel Pennington,http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fighter-details/fc169c387b4b465d,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Sal D'amato 29 - 28. Derek Cleary 28 - 29.,Fenomeno,Rocky,2023-01-14,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,0,0.0,0.0,,,23 of 71,21 of 51,20 of 30,,,29 of 78,42 of 72,67 of 80,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:13,1:28,3:04,,,0,0.0,0.0,,,27 of 58,29 of 61,25 of 40,,,27 of 58,32 of 64,45 of 62,,,0 of 0,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:37,0:41,,,15 of 58,10 of 39,16 of 25,,,3 of 7,2 of 3,0 of 0,,,5 of 6,9 of 9,4 of 5,,,21 of 69,19 of 48,16 of 26,,,2 of 2,2 of 3,4 of 4,,,0 of 0,0 of 0,0 of 0,,,14 of 44,14 of 43,9 of 24,,,9 of 9,11 of 14,12 of 12,,,4 of 5,4 of 4,4 of 4,,,24 of 54,21 of 51,14 of 29,,,3 of 4,8 of 10,11 of 11,,,0 of 0,0 of 0,0 of 0,,,Women's Bantamweight,L,http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fighter-details/fc169c387b4b465d,68.0,67.0,1.0,1.0,True,False,False,ketlen vieira,raquel pennington,http://ufcstats.com/fighter-details/b9706f80d005036c|http://ufcstats.com/fighter-details/fc169c387b4b465d,0.5798319327731093,True,True,False,1.6666666666666663,-150.00000000000009,-100.0
