result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_taller,market_fav_won
W,Stephan Bonnar,Igor Pokrajac,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,http://ufcstats.com/fighter-details/53278852bcd91e11,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Points Deducted: Illegal Strikes by Each Fighter,The American Psycho,The Duke,2010-12-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/5d7bdab5e03e3216,0,0.0,0.0,,,13 of 24,19 of 37,12 of 19,,,28 of 43,52 of 75,67 of 81,,,1 of 1,1 of 3,1 of 1,,,1,0.0,0.0,,,1,0.0,0.0,,,3:34,3:46,4:38,,,0,0.0,0.0,,,8 of 18,13 of 34,2 of 3,,,11 of 21,15 of 36,14 of 16,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:46,0:31,0:06,,,3 of 13,12 of 27,4 of 10,,,10 of 11,6 of 9,7 of 8,,,0 of 0,1 of 1,1 of 1,,,0 of 7,9 of 19,1 of 2,,,6 of 8,10 of 18,0 of 0,,,7 of 9,0 of 0,11 of 17,,,5 of 15,9 of 29,2 of 3,,,2 of 2,3 of 4,0 of 0,,,1 of 1,1 of 1,0 of 0,,,5 of 13,5 of 25,0 of 0,,,3 of 5,6 of 7,0 of 0,,,0 of 0,2 of 2,2 of 3,,,Light Heavyweight,W,76.0,72.0,4.0,4.0,True,True,True,False,stephan bonnar,igor pokrajac,http://ufcstats.com/fighter-details/53278852bcd91e11|http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,0.6931407942238267,True,True,True
W,Spencer Fisher,Curt Warburton,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,http://ufcstats.com/fighter-details/2721bb808bb2523c,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Doug Crosby 28 - 29. Howard Hughes 28 - 29. Paul Sutherland 28 - 29.,The King,--,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,9 of 14,37 of 48,22 of 31,,,38 of 50,75 of 88,57 of 74,,,0 of 0,1 of 5,0 of 1,,,0,1.0,1.0,,,0,0.0,0.0,,,0:00,1:10,0:56,,,0,0.0,0.0,,,18 of 26,16 of 24,11 of 30,,,38 of 57,27 of 44,17 of 43,,,1 of 1,0 of 1,0 of 1,,,2,0.0,0.0,,,0,0.0,0.0,,,3:20,2:20,2:01,,,1 of 2,8 of 17,5 of 11,,,2 of 4,17 of 18,11 of 14,,,6 of 8,12 of 13,6 of 6,,,7 of 12,3 of 11,14 of 22,,,2 of 2,26 of 27,7 of 8,,,0 of 0,8 of 10,1 of 1,,,4 of 10,1 of 7,3 of 19,,,5 of 5,10 of 11,4 of 5,,,9 of 11,5 of 6,4 of 6,,,12 of 16,4 of 10,8 of 27,,,2 of 2,12 of 14,3 of 3,,,4 of 8,0 of 0,0 of 0,,,Lightweight,W,67.0,72.0,-5.0,5.0,False,True,False,True,spencer fisher,curt warburton,http://ufcstats.com/fighter-details/2721bb808bb2523c|http://ufcstats.com/fighter-details/f34312c2ccfa0e00,0.6507042253521126,True,False,True
L,James McSweeney,Fabio Maldonado,http://ufcstats.com/fighter-details/cac08b8685387ca5,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,Light Heavyweight Bout,KO/TKO,3,0:48,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,The Hammer,Caipira de Aco,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,37 of 67,11 of 25,1 of 7,,,45 of 77,12 of 27,1 of 7,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:11,0:00,0:00,,,0,1.0,0.0,,,12 of 30,50 of 65,27 of 28,,,25 of 44,91 of 112,27 of 28,,,0 of 1,0 of 0,0 of 0,,,0,2.0,0.0,,,0,0.0,0.0,,,0:21,3:01,0:02,,,19 of 46,1 of 11,0 of 5,,,9 of 12,6 of 10,1 of 1,,,9 of 9,4 of 4,0 of 1,,,26 of 49,11 of 25,1 of 7,,,11 of 18,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,4 of 22,26 of 40,20 of 21,,,8 of 8,24 of 25,7 of 7,,,0 of 0,0 of 0,0 of 0,,,8 of 25,30 of 43,27 of 28,,,4 of 5,1 of 1,0 of 0,,,0 of 0,19 of 21,0 of 0,,,Light Heavyweight,L,76.0,73.0,3.0,3.0,True,False,False,True,james mcsweeney,fabio maldonado,http://ufcstats.com/fighter-details/1fb80f46d3c105d9|http://ufcstats.com/fighter-details/cac08b8685387ca5,0.679245283018868,False,False,True
W,Rob Broughton,Vinicius Queiroz,http://ufcstats.com/fighter-details/a7d687e6ecb30981,http://ufcstats.com/fighter-details/2a8502954f49e682,Heavyweight Bout,Submission,3,1:43,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,The Bear,Spartan,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,18 of 28,34 of 53,15 of 18,,,50 of 72,79 of 112,18 of 22,,,0 of 1,0 of 0,0 of 0,,,0,0.0,6.0,,,0,0.0,0.0,,,0:03,0:49,1:09,,,0,0.0,0.0,,,32 of 56,14 of 42,1 of 5,,,45 of 76,17 of 50,1 of 5,,,2 of 2,3 of 3,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,3:30,2:05,0:00,,,9 of 19,26 of 45,11 of 14,,,2 of 2,3 of 3,4 of 4,,,7 of 7,5 of 5,0 of 0,,,16 of 25,32 of 51,9 of 12,,,0 of 1,2 of 2,0 of 0,,,2 of 2,0 of 0,6 of 6,,,22 of 44,13 of 39,1 of 5,,,7 of 9,1 of 2,0 of 0,,,3 of 3,0 of 1,0 of 0,,,18 of 34,14 of 35,1 of 5,,,2 of 2,0 of 0,0 of 0,,,12 of 20,0 of 7,0 of 0,,,Heavyweight,W,74.0,79.0,-5.0,5.0,False,True,False,True,rob broughton,vinicius queiroz,http://ufcstats.com/fighter-details/2a8502954f49e682|http://ufcstats.com/fighter-details/a7d687e6ecb30981,0.6040343668285395,False,True,False
L,Cyrille Diabate,Alexander Gustafsson,http://ufcstats.com/fighter-details/43563a32c3f10e95,http://ufcstats.com/fighter-details/3c6976f8182d9527,Light Heavyweight Bout,Submission,2,2:41,3 Rnd (5-5-5),Leon Roberts,Rear Naked Choke,The Snake,The Mauler,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,,,,9 of 17,2 of 5,,,,11 of 19,2 of 5,,,,0 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:10,0:00,,,,1,0.0,,,,20 of 45,8 of 11,,,,40 of 68,20 of 26,,,,1 of 2,1 of 1,,,,0,3.0,,,,0,0.0,,,,2:52,2:13,,,,4 of 11,2 of 3,,,,3 of 4,0 of 1,,,,2 of 2,0 of 1,,,,8 of 13,2 of 4,,,,1 of 4,0 of 1,,,,0 of 0,0 of 0,,,,15 of 35,8 of 11,,,,2 of 4,0 of 0,,,,3 of 6,0 of 0,,,,7 of 23,0 of 2,,,,7 of 11,0 of 0,,,,6 of 11,8 of 9,,,,Light Heavyweight,L,78.0,77.0,1.0,1.0,True,False,False,True,cyrille diabate,alexander gustafsson,http://ufcstats.com/fighter-details/3c6976f8182d9527|http://ufcstats.com/fighter-details/43563a32c3f10e95,0.5882115462252726,False,False,True
L,James Wilks,Claude Patrick,http://ufcstats.com/fighter-details/852454c572675334,http://ufcstats.com/fighter-details/56116a79e4deed06,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Howard Hughes 27 - 30. Chris Lee 27 - 30. Andy Roberts 27 - 30.,Lightning,The Prince,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,5 of 10,6 of 12,1 of 6,,,14 of 22,21 of 28,11 of 16,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:32,0:14,,,0,0.0,0.0,,,11 of 19,4 of 6,8 of 15,,,17 of 29,15 of 17,31 of 39,,,1 of 2,1 of 2,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,4:13,3:55,4:21,,,2 of 6,1 of 5,0 of 3,,,2 of 2,2 of 4,0 of 1,,,1 of 2,3 of 3,1 of 2,,,2 of 7,1 of 3,0 of 2,,,3 of 3,5 of 9,1 of 4,,,0 of 0,0 of 0,0 of 0,,,8 of 16,2 of 4,7 of 12,,,1 of 1,1 of 1,1 of 3,,,2 of 2,1 of 1,0 of 0,,,1 of 2,2 of 3,0 of 2,,,0 of 0,2 of 2,1 of 1,,,10 of 17,0 of 1,7 of 12,,,Welterweight,L,73.0,71.0,2.0,2.0,True,False,False,True,james wilks,claude patrick,http://ufcstats.com/fighter-details/56116a79e4deed06|http://ufcstats.com/fighter-details/852454c572675334,0.6040343668285395,False,False,True
L,John Hathaway,Mike Pyle,http://ufcstats.com/fighter-details/28f3c2258a1d8874,http://ufcstats.com/fighter-details/f5990c11974d8e9c,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 27 - 30. Chris Lee 27 - 30. Andy Roberts 27 - 30.,The Hitman,Quicksand,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,9 of 52,6 of 36,3 of 11,,,17 of 60,8 of 39,32 of 40,,,0 of 1,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:27,0:09,0:13,,,0,0.0,0.0,,,12 of 42,22 of 41,12 of 14,,,20 of 50,71 of 96,30 of 34,,,2 of 5,1 of 5,2 of 3,,,0,1.0,0.0,,,0,0.0,0.0,,,0:47,2:33,3:56,,,7 of 48,5 of 33,1 of 9,,,2 of 4,1 of 3,2 of 2,,,0 of 0,0 of 0,0 of 0,,,9 of 52,6 of 35,3 of 10,,,0 of 0,0 of 1,0 of 1,,,0 of 0,0 of 0,0 of 0,,,8 of 33,18 of 36,11 of 13,,,3 of 7,3 of 4,0 of 0,,,1 of 2,1 of 1,1 of 1,,,9 of 36,6 of 19,1 of 3,,,3 of 5,2 of 4,1 of 1,,,0 of 1,14 of 18,10 of 10,,,Welterweight,L,73.0,72.0,1.0,1.0,True,False,False,True,john hathaway,mike pyle,http://ufcstats.com/fighter-details/28f3c2258a1d8874|http://ufcstats.com/fighter-details/f5990c11974d8e9c,0.8111658456486042,True,True,False
W,Michael Bisping,Yoshihiro Akiyama,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,http://ufcstats.com/fighter-details/b0550072e5f0afa7,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Doug Crosby 27 - 30. Chris Lee 27 - 30. Andy Roberts 27 - 30.,The Count,--,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,0.0,0.0,,,23 of 70,35 of 86,60 of 111,,,24 of 71,35 of 86,60 of 111,,,0 of 4,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:00,0:00,,,0,0.0,0.0,,,14 of 42,22 of 62,14 of 73,,,14 of 42,22 of 62,14 of 73,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,14 of 61,24 of 71,51 of 100,,,2 of 2,4 of 7,5 of 6,,,7 of 7,7 of 8,4 of 5,,,22 of 68,34 of 84,59 of 109,,,1 of 2,1 of 2,1 of 2,,,0 of 0,0 of 0,0 of 0,,,6 of 31,18 of 56,11 of 70,,,1 of 2,3 of 4,3 of 3,,,7 of 9,1 of 2,0 of 0,,,14 of 42,22 of 61,13 of 70,,,0 of 0,0 of 1,1 of 3,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,73.0,70.0,3.0,3.0,True,True,True,False,michael bisping,yoshihiro akiyama,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2|http://ufcstats.com/fighter-details/b0550072e5f0afa7,0.662676822633297,True,True,True
L,TJ Grant,Ricardo Almeida,http://ufcstats.com/fighter-details/a26198ba5093147e,http://ufcstats.com/fighter-details/91186547a7f3f758,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Richard DeCarufel 27 - 30. Nelson Hamilton 27 - 30. Tony Weeks 27 - 30.,--,Big Dog,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,0.0,0.0,,,1 of 4,4 of 9,1 of 5,,,7 of 11,7 of 12,6 of 10,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,0:34,0:18,,,0,0.0,0.0,,,17 of 34,5 of 15,26 of 36,,,33 of 50,11 of 26,49 of 60,,,2 of 3,2 of 3,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,4:27,3:46,4:06,,,0 of 3,2 of 7,0 of 4,,,0 of 0,0 of 0,1 of 1,,,1 of 1,2 of 2,0 of 0,,,1 of 1,1 of 3,1 of 5,,,0 of 3,1 of 2,0 of 0,,,0 of 0,2 of 4,0 of 0,,,14 of 31,3 of 13,24 of 34,,,2 of 2,1 of 1,2 of 2,,,1 of 1,1 of 1,0 of 0,,,2 of 2,2 of 4,4 of 9,,,0 of 0,1 of 2,0 of 0,,,15 of 32,2 of 9,22 of 27,,,Welterweight,L,70.0,72.0,-2.0,2.0,False,False,True,False,tj grant,ricardo almeida,http://ufcstats.com/fighter-details/91186547a7f3f758|http://ufcstats.com/fighter-details/a26198ba5093147e,0.5798319327731093,False,True,True
L,Dan Hardy,Carlos Condit,http://ufcstats.com/fighter-details/473ce3aa581251a2,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,Welterweight Bout,KO/TKO,1,4:27,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,The Outlaw,The Natural Born Killer,2010-10-16,"London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57,0,,,,,9 of 41,,,,,9 of 41,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,26 of 59,,,,,26 of 59,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,5 of 30,,,,,0 of 2,,,,,4 of 9,,,,,9 of 41,,,,,0 of 0,,,,,0 of 0,,,,,10 of 36,,,,,3 of 5,,,,,13 of 18,,,,,24 of 57,,,,,0 of 0,,,,,2 of 2,,,,,Welterweight,L,72.0,74.0,-2.0,2.0,False,False,True,False,dan hardy,carlos condit,http://ufcstats.com/fighter-details/473ce3aa581251a2|http://ufcstats.com/fighter-details/f9f07bb5a43535ed,0.6207865168539326,True,False,False
L,Matthew Riddle,Sean Pierson,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,http://ufcstats.com/fighter-details/0d506315895efffc,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 27 - 30. Nelson Hamilton 27 - 30. David Therien 27 - 30.,Deep Waters,The Punisher,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,0.0,0.0,,,5 of 53,11 of 72,19 of 133,,,5 of 53,17 of 80,19 of 133,,,0 of 0,0 of 1,0 of 1,,,0,1.0,0.0,,,0,0.0,0.0,,,0:00,0:44,0:00,,,1,0.0,0.0,,,48 of 81,25 of 61,39 of 111,,,71 of 109,35 of 72,42 of 114,,,1 of 1,0 of 1,0 of 1,,,1,0.0,0.0,,,0,0.0,0.0,,,2:30,0:30,0:42,,,4 of 49,10 of 70,17 of 129,,,0 of 3,0 of 1,1 of 3,,,1 of 1,1 of 1,1 of 1,,,5 of 52,8 of 67,18 of 130,,,0 of 1,0 of 0,1 of 3,,,0 of 0,3 of 5,0 of 0,,,28 of 57,24 of 57,34 of 101,,,12 of 13,0 of 3,3 of 8,,,8 of 11,1 of 1,2 of 2,,,23 of 49,25 of 61,38 of 108,,,14 of 18,0 of 0,1 of 3,,,11 of 14,0 of 0,0 of 0,,,Welterweight,L,73.0,72.0,1.0,1.0,True,False,False,True,matthew riddle,sean pierson,http://ufcstats.com/fighter-details/0d506315895efffc|http://ufcstats.com/fighter-details/d023ae89a2a4a41e,0.6888888888888889,True,True,False
L,Pat Audinwood,John Makdessi,http://ufcstats.com/fighter-details/196ed28337adc630,http://ufcstats.com/fighter-details/c21a036b4e012f1c,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,David Therien 27 - 30. Sal D'amato 27 - 30. John Woodburn 26 - 30.,Awesomely Awesome,The Bull,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,0.0,0.0,,,4 of 49,9 of 48,6 of 65,,,4 of 49,9 of 48,6 of 65,,,0 of 1,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:02,0:00,,,1,0.0,0.0,,,21 of 37,27 of 45,26 of 45,,,24 of 44,27 of 45,26 of 45,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:19,0:00,0:00,,,1 of 40,3 of 40,5 of 56,,,2 of 6,5 of 6,1 of 7,,,1 of 3,1 of 2,0 of 2,,,4 of 48,9 of 48,6 of 65,,,0 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,13 of 26,13 of 25,16 of 26,,,3 of 4,4 of 7,2 of 8,,,5 of 7,10 of 13,8 of 11,,,18 of 32,27 of 45,26 of 45,,,2 of 2,0 of 0,0 of 0,,,1 of 3,0 of 0,0 of 0,,,Lightweight,L,72.0,68.0,4.0,4.0,True,False,False,True,pat audinwood,john makdessi,http://ufcstats.com/fighter-details/196ed28337adc630|http://ufcstats.com/fighter-details/c21a036b4e012f1c,0.5711159737417943,True,True,False
W,Mark Bocek,Dustin Hazelett,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,http://ufcstats.com/fighter-details/a149d6bc670cdb60,Lightweight Bout,Submission,1,2:33,3 Rnd (5-5-5),Philippe Chartier,Triangle Choke From Mount,--,McLovin,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,,,,,9 of 18,,,,,24 of 33,,,,,1 of 1,,,,,1,,,,,0,,,,,1:48,,,,,0,,,,,0 of 3,,,,,0 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:32,,,,,7 of 16,,,,,2 of 2,,,,,0 of 0,,,,,0 of 4,,,,,0 of 0,,,,,9 of 14,,,,,0 of 3,,,,,0 of 0,,,,,0 of 0,,,,,0 of 3,,,,,0 of 0,,,,,0 of 0,,,,,Lightweight,W,68.0,73.0,-5.0,5.0,False,True,False,True,mark bocek,dustin hazelett,http://ufcstats.com/fighter-details/a149d6bc670cdb60|http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,0.5798319327731093,True,False,True
L,Joe Stevenson,Mac Danzig,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/86f582852a5b240a,Lightweight Bout,KO/TKO,1,1:54,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Daddy,--,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,,,,,6 of 19,,,,,6 of 19,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,9 of 23,,,,,9 of 23,,,,,0 of 0,,,,,0,,,,,0,,,,,0:01,,,,,4 of 17,,,,,1 of 1,,,,,1 of 1,,,,,6 of 19,,,,,0 of 0,,,,,0 of 0,,,,,7 of 19,,,,,0 of 0,,,,,2 of 4,,,,,8 of 21,,,,,0 of 1,,,,,1 of 1,,,,,Lightweight,L,67.0,68.0,-1.0,1.0,False,False,True,False,joe stevenson,mac danzig,http://ufcstats.com/fighter-details/79899ecf62020f6d|http://ufcstats.com/fighter-details/86f582852a5b240a,0.6931407942238267,True,False,False
W,Stefan Struve,Sean McCorkle,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/008dc37cca279def,Heavyweight Bout,KO/TKO,1,3:55,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,Skyscraper,--,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,,,,,11 of 19,,,,,18 of 27,,,,,0 of 0,,,,,0,,,,,1,,,,,0:16,,,,,0,,,,,4 of 9,,,,,8 of 13,,,,,1 of 1,,,,,2,,,,,0,,,,,3:06,,,,,11 of 19,,,,,0 of 0,,,,,0 of 0,,,,,1 of 4,,,,,0 of 0,,,,,10 of 15,,,,,4 of 9,,,,,0 of 0,,,,,0 of 0,,,,,0 of 1,,,,,0 of 0,,,,,4 of 8,,,,,Heavyweight,W,83.0,79.0,4.0,4.0,True,True,True,False,stefan struve,sean mccorkle,http://ufcstats.com/fighter-details/008dc37cca279def|http://ufcstats.com/fighter-details/ebc1f40e00e0c481,0.5338983050847458,True,True,True
L,Joe Doerksen,Dan Miller,http://ufcstats.com/fighter-details/dbaaf42313af90fa,http://ufcstats.com/fighter-details/d0c29452d3272603,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Sal D'amato 28 - 29. Richard DeCarufel 29 - 28. Tony Weeks 28 - 29.,El Dirte,--,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,0.0,0.0,,,3 of 9,4 of 13,5 of 7,,,33 of 42,41 of 53,61 of 67,,,0 of 0,0 of 0,0 of 0,,,0,2.0,0.0,,,0,1.0,0.0,,,0:00,1:17,0:00,,,0,0.0,0.0,,,13 of 31,3 of 10,2 of 6,,,47 of 70,28 of 48,46 of 68,,,2 of 2,2 of 2,1 of 1,,,1,0.0,0.0,,,0,0.0,0.0,,,4:20,2:53,4:42,,,2 of 8,3 of 12,4 of 6,,,1 of 1,0 of 0,1 of 1,,,0 of 0,1 of 1,0 of 0,,,3 of 8,2 of 6,2 of 3,,,0 of 1,0 of 1,0 of 0,,,0 of 0,2 of 6,3 of 4,,,12 of 29,3 of 10,2 of 6,,,1 of 2,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,1 of 10,1 of 4,0 of 3,,,0 of 0,0 of 0,0 of 0,,,12 of 21,2 of 6,2 of 3,,,Middleweight,L,72.0,73.0,-1.0,1.0,False,False,True,False,joe doerksen,dan miller,http://ufcstats.com/fighter-details/d0c29452d3272603|http://ufcstats.com/fighter-details/dbaaf42313af90fa,0.6888888888888889,False,True,True
W,Jim Miller,Charles Oliveira,http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fighter-details/07225ba28ae309b6,Lightweight Bout,Submission,1,1:59,3 Rnd (5-5-5),Dan Miragliotta,Kneebar On Ground,A-10,Do Bronxs,2010-12-11,"Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c,0,,,,,1 of 6,,,,,6 of 11,,,,,1 of 1,,,,,2,,,,,0,,,,,1:31,,,,,0,,,,,5 of 8,,,,,8 of 12,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,1 of 6,,,,,0 of 0,,,,,0 of 0,,,,,0 of 4,,,,,0 of 0,,,,,1 of 2,,,,,2 of 5,,,,,2 of 2,,,,,1 of 1,,,,,3 of 5,,,,,0 of 1,,,,,2 of 2,,,,,Lightweight,W,68.0,70.0,-2.0,2.0,False,True,False,True,jim miller,charles oliveira,http://ufcstats.com/fighter-details/07225ba28ae309b6|http://ufcstats.com/fighter-details/d1941565abf50b16,0.5901639344262295,False,True,False
