division,market_prob_min,min_height_gap_in,all_n,all_wins,all_win_rate,all_ci_low,all_ci_high,discovery_n,discovery_wins,discovery_win_rate,discovery_ci_low,discovery_ci_high,validation_n,validation_wins,validation_win_rate,validation_ci_low,validation_ci_high
Women's Flyweight,0.6,2,30,23,0.7666666666666667,0.5907132766967574,0.8820776078949878,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,23,17,0.7391304347826086,0.5352960945624944,0.8745155411075104
Women's Flyweight,0.6,3,18,13,0.7222222222222222,0.49126922453805477,0.8750043085364452,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,15,11,0.7333333333333333,0.4804911034231324,0.8910272389681718
Women's Flyweight,0.6,4,5,5,1.0,0.5655085052479191,1.0000000000000002,0,0,,,,5,5,1.0,0.5655085052479191,1.0000000000000002
Women's Flyweight,0.6,5,5,5,1.0,0.5655085052479191,1.0000000000000002,0,0,,,,5,5,1.0,0.5655085052479191,1.0000000000000002
Women's Flyweight,0.65,1,31,21,0.6774193548387096,0.5014068555995079,0.8143076925268695,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,24,18,0.75,0.5510017468789357,0.8800079652065766
Women's Flyweight,0.65,2,18,14,0.7777777777777778,0.5478497354769452,0.90999218086618,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,15,12,0.8,0.5481406466534955,0.9295257935638959
Women's Flyweight,0.65,3,12,9,0.75,0.46768966087934005,0.9110599603710386,1,0,0.0,0.0,0.7934567085261071,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995
Women's Flyweight,0.65,4,4,4,1.0,0.5100999795960008,1.0,0,0,,,,4,4,1.0,0.5100999795960008,1.0
Women's Flyweight,0.65,5,4,4,1.0,0.5100999795960008,1.0,0,0,,,,4,4,1.0,0.5100999795960008,1.0
Women's Flyweight,0.7,1,15,11,0.7333333333333333,0.4804911034231324,0.8910272389681718,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,12,9,0.75,0.46768966087934005,0.9110599603710386
Women's Flyweight,0.7,2,8,7,0.875,0.5291051942301386,0.9775830911367038,1,1,1.0,0.20654329147389294,1.0,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253
Women's Flyweight,0.7,3,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,0,0,,,,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253
Women's Flyweight,0.7,4,3,3,1.0,0.43849391955098227,1.0,0,0,,,,3,3,1.0,0.43849391955098227,1.0
Women's Flyweight,0.7,5,3,3,1.0,0.43849391955098227,1.0,0,0,,,,3,3,1.0,0.43849391955098227,1.0
Women's Flyweight,0.75,1,5,5,1.0,0.5655085052479191,1.0000000000000002,0,0,,,,5,5,1.0,0.5655085052479191,1.0000000000000002
Women's Flyweight,0.75,2,3,3,1.0,0.43849391955098227,1.0,0,0,,,,3,3,1.0,0.43849391955098227,1.0
Women's Flyweight,0.75,3,3,3,1.0,0.43849391955098227,1.0,0,0,,,,3,3,1.0,0.43849391955098227,1.0
Women's Flyweight,0.75,4,1,1,1.0,0.20654329147389294,1.0,0,0,,,,1,1,1.0,0.20654329147389294,1.0
Women's Flyweight,0.75,5,1,1,1.0,0.20654329147389294,1.0,0,0,,,,1,1,1.0,0.20654329147389294,1.0
Women's Strawweight,0.55,1,96,68,0.7083333333333334,0.610799219414304,0.7898353858003561,49,33,0.673469387755102,0.5337894368740628,0.7879267867073578,47,35,0.7446808510638298,0.604915508600796,0.8474699395361627
Women's Strawweight,0.55,2,60,41,0.6833333333333333,0.5576599505698345,0.7869429415882567,33,23,0.696969696969697,0.5266154602526555,0.8262465218545277,27,18,0.6666666666666666,0.47824419872105484,0.8135694555640665
Women's Strawweight,0.55,3,38,24,0.631578947368421,0.47283672824260115,0.7661598684458619,21,13,0.6190476190476191,0.40878295815501514,0.7924923220201749,17,11,0.6470588235294118,0.4129996672121182,0.826905138560951
Women's Strawweight,0.55,4,24,14,0.5833333333333334,0.3883433764938864,0.7553265275346177,14,9,0.6428571428571429,0.3876400468214042,0.8365550926279727,10,5,0.5,0.23658959361548731,0.7634104063845126
Women's Strawweight,0.55,5,4,1,0.25,0.045586062644636216,0.6993639475573634,2,1,0.5,0.09452865480086614,0.9054713451991339,2,0,0.0,0.0,0.6576280471103807
Women's Strawweight,0.6,1,73,53,0.726027397260274,0.6143679489221651,0.815086929685256,40,28,0.7,0.545696893456796,0.8192532908430471,33,25,0.7575757575757576,0.5897505131450971,0.8716843865335271
Women's Strawweight,0.6,2,48,34,0.7083333333333334,0.5682047226383246,0.8175858393813663,27,19,0.7037037037037037,0.515189666191624,0.8414714668235244,21,15,0.7142857142857143,0.500432261771624,0.8618632425437179
Women's Strawweight,0.6,3,29,20,0.6896551724137931,0.5076952952728147,0.8272457551023193,15,9,0.6,0.357464427565077,0.8017577191740534,14,11,0.7857142857142857,0.5241027622679172,0.9242875166308363
Women's Strawweight,0.6,4,16,11,0.6875,0.4440393186673406,0.8583556494803894,9,6,0.6666666666666666,0.35419734749908977,0.879418401317257,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844
Women's Strawweight,0.6,5,3,1,0.3333333333333333,0.0614903152761605,0.7923450448735121,1,1,1.0,0.20654329147389294,1.0,2,0,0.0,0.0,0.6576280471103807
Women's Strawweight,0.65,1,56,45,0.8035714285714286,0.6815514267252283,0.8866151998355589,30,24,0.8,0.6269395261897256,0.9049502189759876,26,21,0.8076923076923077,0.6212336384535001,0.9149306422821174
Women's Strawweight,0.65,2,36,29,0.8055555555555556,0.6497163793648479,0.9024702798054665,20,16,0.8,0.5839782779742401,0.9193436467288,16,13,0.8125,0.5699064013154177,0.9340852122641324
Women's Strawweight,0.65,3,23,17,0.7391304347826086,0.5352960945624944,0.8745155411075104,11,7,0.6363636363636364,0.35379677689163724,0.8483377638586862,12,10,0.8333333333333334,0.5519636426153274,0.9530358523851776
Women's Strawweight,0.65,4,10,8,0.8,0.49015684672072335,0.9433190520193067,5,4,0.8,0.3755282641185388,0.9637768390302125,5,4,0.8,0.3755282641185388,0.9637768390302125
Women's Strawweight,0.65,5,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0,1,0,0.0,0.0,0.7934567085261071
Women's Strawweight,0.7,1,38,33,0.868421052631579,0.7267282994850112,0.9424621712426856,24,20,0.8333333333333334,0.6414652961213058,0.9332143199927109,14,13,0.9285714285714286,0.6853073044604219,0.9872781138877085
Women's Strawweight,0.7,2,28,24,0.8571428571428571,0.6850982695512267,0.9430108706929821,17,14,0.8235294117647058,0.5897007098262422,0.9380898628745101,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741
Women's Strawweight,0.7,3,19,15,0.7894736842105263,0.5666528575973392,0.9149246150840843,10,7,0.7,0.39677321997956516,0.892210712513788,9,8,0.8888888888888888,0.5649937852319399,0.9801096286728695
Women's Strawweight,0.7,4,9,7,0.7777777777777778,0.4525833436728054,0.9367762376877727,5,4,0.8,0.3755282641185388,0.9637768390302125,4,3,0.75,0.3006360524426366,0.9544139373553637
Women's Strawweight,0.7,5,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0,1,0,0.0,0.0,0.7934567085261071
Women's Strawweight,0.75,1,20,18,0.9,0.6989617935882066,0.9721341060158468,13,12,0.9230769230769231,0.6668546607175265,0.9862899336203037,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253
Women's Strawweight,0.75,2,15,14,0.9333333333333333,0.7018292244757601,0.9881334113938051,8,8,1.0,0.6755843804891231,1.0,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253
Women's Strawweight,0.75,3,9,8,0.8888888888888888,0.5649937852319399,0.9801096286728695,3,3,1.0,0.43849391955098227,1.0,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697
Women's Strawweight,0.75,4,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,2,2,1.0,0.34237195288961925,1.0,4,3,0.75,0.3006360524426366,0.9544139373553637
Women's Strawweight,0.75,5,1,0,0.0,0.0,0.7934567085261071,0,0,,,,1,0,0.0,0.0,0.7934567085261071
