family,rule,n,wins,win_rate,roi,profit100,pre2020_n,pre2020_roi,recent_n,recent_roi,existing_overlap
RING_RUST_EDGE,mkt 0.650-0.775; layoff_gap>=90; opp_layoff>=180; fav_layoff<=300,172,119,0.6918604651162791,-0.05573669277678494,-958.671115760701,81,-0.02288680542826069,91,-0.08497670239470213,0.47674418604651164
RING_RUST_EDGE,mkt 0.650-0.800; layoff_gap>=90; opp_layoff>=180; fav_layoff<=300,190,135,0.7105263157894737,-0.041948065629389034,-797.0132469583916,88,-0.01679571475306465,102,-0.06364813305210026,0.5052631578947369
RING_RUST_EDGE,mkt 0.550-0.700; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,63,38,0.6031746031746031,-0.03467120660891054,-218.42860163613642,29,-0.11013063701640817,34,0.029691248738660952,0.06349206349206349
RING_RUST_EDGE,mkt 0.550-0.725; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,70,44,0.6285714285714286,-0.01580631291559146,-110.64419040914022,32,-0.1087059536530803,38,0.06242496349492547,0.1
RING_RUST_EDGE,mkt 0.550-0.750; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,79,51,0.6455696202531646,-0.011449945985756266,-90.4545732874745,37,-0.08664142236922624,42,0.05479016416158633,0.189873417721519
RING_RUST_EDGE,mkt 0.550-0.775; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,85,55,0.6470588235294118,-0.020666972055006647,-175.6692624675565,41,-0.05019218340151687,44,0.006845156699696043,0.2235294117647059
RING_RUST_EDGE,mkt 0.550-0.800; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,91,59,0.6483516483516484,-0.030861536021667805,-280.839977797177,42,-0.07280665522529026,49,0.005091423295722891,0.26373626373626374
RING_RUST_EDGE,mkt 0.575-0.700; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,48,28,0.5833333333333334,-0.09137421526023108,-438.5962332491092,21,-0.017474291876481585,27,-0.14885193344759184,0.08333333333333333
RING_RUST_EDGE,mkt 0.575-0.725; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,55,34,0.6181818181818182,-0.06014760400402055,-330.811822022113,24,-0.027156757201201944,31,-0.0856889047545898,0.12727272727272726
RING_RUST_EDGE,mkt 0.575-0.750; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,64,41,0.640625,-0.04853471951569488,-310.62220490044723,29,-0.013065664951436084,35,-0.07792336472608073,0.234375
RING_RUST_EDGE,mkt 0.575-0.775; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,70,45,0.6428571428571429,-0.056548127725789904,-395.8368940805293,33,0.023301479533561573,37,-0.1277653450111574,0.2714285714285714
RING_RUST_EDGE,mkt 0.575-0.800; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,76,49,0.6447368421052632,-0.06592205386975654,-501.0076094101497,34,-0.006795622805660825,42,-0.11378630758831022,0.3157894736842105
RING_RUST_EDGE,mkt 0.600-0.700; layoff_gap>=90; opp_layoff>=240; fav_layoff<=120,36,21,0.5833333333333334,-0.11124248368087264,-400.4729412511415,16,-0.12853845636374406,20,-0.0974057055345755,0.1111111111111111
