track,price_band,venue,conditions,full_n,full_win_pct,full_roi,train_n,train_win_pct,train_roi,validation_n,validation_win_pct,validation_roi,holdout_n,holdout_win_pct,holdout_roi,positive_season_ratio,recent_delta,user_preferred,score
LONG,DOG35_44,ANY,"[[""coachq_dc_recent_quality"", "">="", 0.34375], [""recent_edge_fg_accuracy"", ""<="", -0.1666666666666667]]",160,0.5125,0.27531249999999996,50,0.5,0.2364,53,0.5094339622641509,0.27962264150943394,57,0.5263157894736842,0.305438596491228,0.5789473684210527,0.04742727573651101,False,0.36987794619003267
LONG,DOG35_44,ANY,"[[""adv_oc_prior_win_pct"", "">="", -0.12076923076923078], [""adv_prior_road_miles_last3"", "">="", 771.947424527586]]",113,0.5575221238938053,0.39938053097345133,30,0.6333333333333333,0.5746666666666668,41,0.5853658536585366,0.4634146341463415,42,0.47619047619047616,0.21166666666666667,0.7777777777777778,-0.3073739837398375,False,0.3684428902906253
LONG,DOG35_49,AWAY,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""rank_edge_punt_return_average"", "">="", 10.75]]",72,0.5694444444444444,0.38805555555555554,20,0.65,0.5485000000000001,25,0.6,0.4644,27,0.48148148148148145,0.1985185185185185,0.8333333333333334,-0.30793148148148153,False,0.368305534633004
MODERN,DOG35_49,AWAY,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.0194708016620773]]",144,0.5555555555555556,0.34284722222222225,59,0.5423728813559322,0.3354237288135593,22,0.7272727272727273,0.745,41,0.4878048780487805,0.17731707317073173,0.8888888888888888,-0.36289479123604795,False,0.36813612869804524
MODERN,DOG20_34,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.5], [""rank_edge_point_margin"", "">="", -4.0]]",102,0.35294117647058826,0.20735294117647057,35,0.3142857142857143,0.10714285714285714,20,0.45,0.541,21,0.42857142857142855,0.42380952380952375,0.5263157894736842,0.09973809523809518,False,0.3679671825337648
MODERN,PK_55,AWAY,"[[""coachq_oc_prior_quality"", ""<="", 0.54296875], [""rank_edge_def_allowed_early_down_epa"", ""<="", 2.0]]",73,0.6164383561643836,0.23498416479246734,29,0.6551724137931034,0.31496976964929047,15,0.6,0.20601699535032875,19,0.631578947368421,0.2583639830906919,0.7222222222222222,-0.0021293994091176605,False,0.3671132083896325
MODERN,DOG20_34,AWAY,"[[""coachq_staff_quality_min"", "">="", 0.5076709401709403], [""rank_edge_points_for"", "">="", -8.0]]",161,0.37267080745341613,0.26602484472049687,62,0.3870967741935484,0.3180645161290322,25,0.44,0.6015999999999999,39,0.41025641025641024,0.3797435897435898,0.631578947368421,-0.08008866832092626,False,0.36655718068590093
LONG,DOG20_34,AWAY,"[[""adv_oc_recent_quality"", ""<="", -0.25], [""rank_edge_points_against"", "">="", -5.0]]",100,0.39,0.41679999999999995,34,0.4411764705882353,0.6735294117647059,39,0.358974358974359,0.2858974358974359,27,0.37037037037037035,0.2825925925925926,0.7222222222222222,-0.1971208312384783,False,0.365905653092006
LONG,DOG35_49,AWAY,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""rank_edge_punt_return_average"", "">="", 1.0]]",162,0.5432098765432098,0.2960493827160494,34,0.5882352941176471,0.3911764705882353,66,0.5757575757575758,0.3692424242424242,62,0.4838709677419355,0.16596774193548386,0.9444444444444444,-0.2142417054798459,False,0.36448004979606274
LONG,DOG20_34,HOME,"[[""coachq_oc_prior_quality"", ""<="", 0.59375], [""rank_edge_point_margin"", ""<="", -17.0]]",82,0.3780487804878049,0.4157317073170732,33,0.36363636363636365,0.37909090909090903,32,0.40625,0.494375,17,0.35294117647058826,0.3388235294117647,0.5555555555555556,-0.09790942513368983,False,0.3640718450216054
MODERN,DOG35_44,AWAY,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""adv_prior_road_streak"", "">="", 1.0]]",119,0.5126050420168067,0.2788235294117647,44,0.5,0.27090909090909093,15,0.6,0.4853333333333334,42,0.5,0.2540476190476191,0.7777777777777778,-0.12407359307359311,False,0.3620936014603289
LONG,DOG35_44,ANY,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_punt_return_average"", "">="", 9.0]]",197,0.5380710659898477,0.3438071065989847,83,0.5903614457831325,0.4896385542168676,53,0.5283018867924528,0.31056603773584907,61,0.47540983606557374,0.1742622950819672,0.85,-0.22584000089439113,False,0.36208501422939143
MODERN,DOG20_34,AWAY,"[[""coachq_staff_quality_min"", "">="", 0.45619658119658113], [""recent_edge_sack_or_hit_rate"", "">="", 0.03082189290332965]]",112,0.4107142857142857,0.45848214285714295,44,0.4318181818181818,0.5881818181818183,17,0.47058823529411764,0.7211764705882354,28,0.35714285714285715,0.2192857142857143,0.7368421052631579,-0.43539343009931253,False,0.36158524379983725
MODERN,FAV55_65,ANY,"[[""adv_staff_quality_min"", ""<="", -0.16826923076923075], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", 2.0]]",119,0.6722689075630253,0.11945039224556338,42,0.6904761904761905,0.15684089662557255,15,0.6666666666666666,0.11396637306517224,34,0.7647058823529411,0.2719771355606888,0.631578947368421,0.13657350071531643,False,0.3611580273869596
LONG,DOG35_44,ANY,"[[""coachq_dc_recent_quality"", "">="", 0.34375], [""adv_prior_road_miles_last3"", "">="", 771.947424527586]]",207,0.4975845410628019,0.246231884057971,54,0.5185185185185185,0.3064814814814815,80,0.4875,0.21637500000000004,73,0.4931506849315068,0.23438356164383561,0.7368421052631579,-0.027044679096905166,False,0.3607186728114401
MODERN,PK_55,ANY,"[[""coachq_oc_prior_quality"", ""<="", 0.611328125], [""rank_edge_def_allowed_early_down_epa"", ""<="", -10.0]]",93,0.5806451612903226,0.17477102034369077,39,0.5641025641025641,0.15541191322602563,15,0.5333333333333333,0.09362193362193359,21,0.5714285714285714,0.13958827384072608,0.9473684210526315,0.015071350416746482,False,0.3603897148226961
