family,rule,complexity,n,wins,losses,win_rate,roi,pre_n,pre_roi,recent_n,recent_roi,y2022_n,y2022_roi,removed_n,removed_wins,removed_losses,removed_roi,loss_capture_rate,winner_removal_rate,roi_change_pp,win_change_pp,sample_retained,both_eras_positive,recent_2022_positive,promotion_screen
MARKET FLOOR,keep market_prob >= 0.720,1,48,45,3,0.9375,0.1559326885409086,26,0.14808848509946007,22,0.1652031107898932,17,0.13837341285229082,6,6,0,0.33977788079639665,0.0,0.11764705882352941,-2.0427243583943073,-0.694444444444442,0.8888888888888888,True,True,False
LOW-CONFIDENCE CONSENSUS,"if market < 0.72, require a second striking method",2,48,45,3,0.9375,0.1559326885409086,26,0.14808848509946007,22,0.1652031107898932,17,0.13837341285229082,6,6,0,0.33977788079639665,0.0,0.11764705882352941,-2.0427243583943073,-0.694444444444442,0.8888888888888888,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 2y older OR market < 0.72, require second method",3,48,45,3,0.9375,0.1559326885409086,26,0.14808848509946007,22,0.1652031107898932,17,0.13837341285229082,6,6,0,0.33977788079639665,0.0,0.11764705882352941,-2.0427243583943073,-0.694444444444442,0.8888888888888888,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 3y older OR market < 0.72, require second method",3,48,45,3,0.9375,0.1559326885409086,26,0.14808848509946007,22,0.1652031107898932,17,0.13837341285229082,6,6,0,0.33977788079639665,0.0,0.11764705882352941,-2.0427243583943073,-0.694444444444442,0.8888888888888888,True,True,False
MARKET FLOOR,keep market_prob >= 0.740,1,40,38,2,0.95,0.15568678853015372,19,0.1534517762626204,21,0.15770894248649334,17,0.13837341285229082,14,13,1,0.23542605668113173,0.3333333333333333,0.2549019607843137,-2.0673143594697962,0.5555555555555536,0.7407407407407407,True,True,False
LOW-CONFIDENCE CONSENSUS,"if market < 0.74, require a second striking method",2,40,38,2,0.95,0.15568678853015372,19,0.1534517762626204,21,0.15770894248649334,17,0.13837341285229082,14,13,1,0.23542605668113173,0.3333333333333333,0.2549019607843137,-2.0673143594697962,0.5555555555555536,0.7407407407407407,True,True,False
POWER INTERACTION,veto opp KD/15 >= 0.50 AND fav KD-abs/15 >= 0.250,1,47,44,3,0.9361702127659575,0.1554990158450766,25,0.1418908123822264,22,0.1709628834164974,17,0.14263297609122114,7,7,0,0.316426084289056,0.0,0.13725490196078433,-2.086091627977507,-0.8274231678486954,0.8703703703703703,True,True,False
LOW-CONFIDENCE CONSENSUS,"if market < 0.75, require a second striking method",2,37,35,2,0.9459459459459459,0.14531978797342948,18,0.1456370056628314,19,0.14501926595189082,16,0.12890580912657348,17,16,1,0.243917892925006,0.3333333333333333,0.3137254901960784,-3.10401441514222,0.15015015015015232,0.6851851851851852,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 2y older OR market < 0.75, require second method",3,37,35,2,0.9459459459459459,0.14531978797342948,18,0.1456370056628314,19,0.14501926595189082,16,0.12890580912657348,17,16,1,0.243917892925006,0.3333333333333333,0.3137254901960784,-3.10401441514222,0.15015015015015232,0.6851851851851852,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 3y older OR market < 0.75, require second method",3,37,35,2,0.9459459459459459,0.14531978797342948,18,0.1456370056628314,19,0.14501926595189082,16,0.12890580912657348,17,16,1,0.243917892925006,0.3333333333333333,0.3137254901960784,-3.10401441514222,0.15015015015015232,0.6851851851851852,True,True,False
MARKET FLOOR,keep market_prob >= 0.725,1,45,42,3,0.9333333333333333,0.14434492751412567,24,0.13265141441330397,21,0.15770894248649334,17,0.13837341285229082,9,9,0,0.33643495517848193,0.0,0.17647058823529413,-3.2015004610726012,-1.1111111111111072,0.8333333333333334,True,True,False
MARKET FLOOR,keep market_prob >= 0.750,1,36,34,2,0.9444444444444444,0.14130491895980896,17,0.13715358996865862,19,0.14501926595189082,16,0.12890580912657348,18,17,1,0.24646995845493724,0.3333333333333333,0.3333333333333333,-3.5055013165042723,0.0,0.6666666666666666,True,True,False
MARKET FLOOR,keep market_prob >= 0.730,1,44,41,3,0.9318181818181818,0.13978850345292634,23,0.1234263634657565,21,0.15770894248649334,17,0.13837341285229082,10,10,0,0.3372742182813233,0.0,0.19607843137254902,-3.6571428671925337,-1.2626262626262652,0.8148148148148148,True,True,False
LOW-CONFIDENCE CONSENSUS,"if market < 0.73, require a second striking method",2,44,41,3,0.9318181818181818,0.13978850345292634,23,0.1234263634657565,21,0.15770894248649334,17,0.13837341285229082,10,10,0,0.3372742182813233,0.0,0.19607843137254902,-3.6571428671925337,-1.2626262626262652,0.8148148148148148,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 2y older OR market < 0.73, require second method",3,44,41,3,0.9318181818181818,0.13978850345292634,23,0.1234263634657565,21,0.15770894248649334,17,0.13837341285229082,10,10,0,0.3372742182813233,0.0,0.19607843137254902,-3.6571428671925337,-1.2626262626262652,0.8148148148148148,True,True,False
AGE/PRICE CONSENSUS,"if fav >= 3y older OR market < 0.73, require second method",3,44,41,3,0.9318181818181818,0.13978850345292634,23,0.1234263634657565,21,0.15770894248649334,17,0.13837341285229082,10,10,0,0.3372742182813233,0.0,0.19607843137254902,-3.6571428671925337,-1.2626262626262652,0.8148148148148148,True,True,False
MARKET FLOOR,keep market_prob >= 0.760,1,31,29,2,0.9354838709677419,0.12005032462741384,14,0.10589403300448358,17,0.1317084471404152,15,0.12062189260421004,23,22,1,0.2522554900561811,0.3333333333333333,0.43137254901960786,-5.6309607497437835,-0.8960573476702538,0.5740740740740741,True,True,False
MARKET FLOOR,keep market_prob >= 0.800,1,19,18,1,0.9473684210526315,0.1056640624679308,7,0.14002470622679683,12,0.08562035360859226,11,0.08068946394936068,35,33,2,0.21473768993860878,0.6666666666666666,0.6470588235294118,-7.069586965692089,0.29239766081871066,0.35185185185185186,True,True,False
MARKET FLOOR,keep market_prob >= 0.770,1,27,25,2,0.9259259259259259,0.09663256213431,12,0.07692071195332682,15,0.11240204227909656,14,0.1104407495947363,27,26,1,0.25608730211539343,0.3333333333333333,0.5098039215686274,-7.9727369990541685,-1.851851851851849,0.5,True,True,False
MARKET FLOOR,keep market_prob >= 0.780,1,24,22,2,0.9166666666666666,0.07857040924516973,10,0.04349533053446839,14,0.10362403689567068,13,0.10083664435994229,30,29,1,0.2545915504285972,0.3333333333333333,0.5686274509803921,-9.778952287968195,-2.777777777777779,0.4444444444444444,True,True,False
AGE CONFLICT,keep age_adv >= -4 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
AGE CONFLICT,keep age_adv >= -3 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
AGE CONFLICT,keep age_adv >= -2 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
AGE CONFLICT,keep age_adv >= -1 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
AGE CONFLICT,keep age_adv >= +0 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
AGE CONFLICT,keep age_adv >= +1 years,1,0,0,0,,,0,,0,,0,,54,51,3,0.17635993212485168,1.0,1.0,,,0.0,False,False,False
