method_id,season,n,wins,losses,win_pct,roi,units
US005,2014,3,3,0,1.0,1.1833333333333333,3.55
US005,2015,5,4,1,0.8,0.7939999999999999,3.9699999999999998
US005,2016,9,4,5,0.4444444444444444,0.0977777777777778,0.8800000000000001
US005,2017,6,2,4,0.3333333333333333,-0.3216666666666666,-1.9299999999999997
US005,2018,12,7,5,0.5833333333333334,0.3383333333333333,4.06
US005,2019,8,6,2,0.75,0.79375,6.35
US005,2020,6,5,1,0.8333333333333334,0.995,5.97
US005,2021,12,7,5,0.5833333333333334,0.3466666666666667,4.16
US005,2022,11,6,5,0.5454545454545454,0.27818181818181825,3.0600000000000005
US005,2023,15,7,8,0.4666666666666667,0.07266666666666667,1.09
US005,2024,9,6,3,0.6666666666666666,0.5688888888888889,5.12
US005,2025,12,5,7,0.4166666666666667,-0.017499999999999998,-0.20999999999999996
US006,2006,4,2,2,0.5,0.30000000000000004,1.2000000000000002
US006,2007,7,2,5,0.2857142857142857,-0.21000000000000002,-1.4700000000000002
US006,2008,3,1,2,0.3333333333333333,-0.15,-0.44999999999999996
US006,2009,4,1,3,0.25,-0.32,-1.28
US006,2010,8,3,5,0.375,-0.006249999999999978,-0.04999999999999982
US006,2011,4,2,2,0.5,0.28500000000000003,1.1400000000000001
US006,2012,3,2,1,0.6666666666666666,0.71,2.13
US006,2013,7,4,3,0.5714285714285714,0.34142857142857136,2.3899999999999997
US006,2014,1,0,1,0.0,-1.0,-1.0
US006,2015,4,3,1,0.75,0.88,3.52
US006,2016,5,3,2,0.6,0.54,2.7
US006,2017,5,3,2,0.6,0.4,2.0
US006,2018,6,3,3,0.5,0.295,1.77
US006,2019,5,3,2,0.6,0.5860000000000001,2.93
US006,2020,4,2,2,0.5,0.24,0.96
US006,2021,7,4,3,0.5714285714285714,0.41000000000000003,2.87
US006,2022,1,1,0,1.0,1.77,1.77
US006,2023,3,2,1,0.6666666666666666,0.5533333333333333,1.6600000000000001
US006,2024,4,2,2,0.5,0.25,1.0
US006,2025,5,2,3,0.4,-0.01200000000000001,-0.06000000000000005
US007,2006,15,10,5,0.6666666666666666,-0.045229901520690466,-0.678448522810357
US007,2007,12,10,2,0.8333333333333334,0.2284435767227594,2.7413229206731127
US007,2008,13,9,4,0.6923076923076923,-0.02729572320309248,-0.35484440164020226
US007,2009,17,14,3,0.8235294117647058,0.19262756320646138,3.2746685745098434
US007,2010,19,14,5,0.7368421052631579,0.04499105240828523,0.8548299957574194
US007,2011,14,11,3,0.7857142857142857,0.12395395639398643,1.73535538951581
US007,2012,21,17,4,0.8095238095238095,0.16732186400055044,3.513759144011559
US007,2013,9,7,2,0.7777777777777778,0.1226723551168705,1.1040511960518344
US007,2014,11,8,3,0.7272727272727273,0.0637540534770773,0.7012945882478503
US007,2015,9,8,1,0.8888888888888888,0.28259493235338645,2.543354391180478
US007,2016,11,9,2,0.8181818181818182,0.17970656108096433,1.9767721718906077
US007,2017,11,8,3,0.7272727272727273,0.04278323965455072,0.4706156362000579
US007,2018,8,6,2,0.75,0.06568614117188523,0.5254891293750819
US007,2019,9,6,3,0.6666666666666666,-0.053062179127033406,-0.47755961214330067
US007,2020,11,11,0,1.0,0.4083707641903935,4.492078406094328
